tt0000028,2,La pêche aux poissons rouges,\N,\N,original,\N,1
tt0000028,4,Zabawa z rybka,PL,\N,imdbDisplay,\N,0
tt0000028,6,Fishing for Goldfish,US,\N,\N,\N,0
tt0000029,11,Lapsen ateria,FI,\N,\N,informal title,0
tt0000029,13,A kisbaba reggelije,HU,\N,imdbDisplay,\N,0
tt0000029,15,Barnets måltid,FI,sv,\N,informal title,0
tt0000029,1,Baby's Dinner,US,\N,\N,\N,0
tt0000029,3,La comida del bebé,UY,\N,\N,premiere title,0
tt0000029,5,O Almoço do Bebê,BR,\N,imdbDisplay,\N,0
tt0000029,7,Karmienie dziecka,PL,\N,imdbDisplay,\N,0
tt0000029,9,Déjeuner de bébé,FR,\N,alternative,\N,0
tt0000030,2,Rough Sea at Dover,\N,\N,original,\N,1
tt0000030,4,Sea Waves at Dover,GB,\N,alternative,\N,0
tt0000030,6,A South-West Storm in Dover,GB,\N,alternative,\N,0
tt0000031,1,Saut à la couverte,FR,\N,\N,reissue title,0
tt0000031,3,Brimade dans une caserne,\N,\N,\N,\N,0
tt0000031,7,Le saut à la couverture,\N,\N,original,\N,1
tt0000032,1,Dans serpentin,RO,\N,imdbDisplay,\N,0
tt0000032,3,Die Serpentintänzerin,\N,\N,original,\N,1
tt0000033,2,Hyppyjä,FI,\N,\N,\N,0
tt0000033,6,La voltige,FR,\N,\N,\N,0
tt0000034,2,Arrivée d'un train gare de Vincennes,FR,\N,\N,\N,0
tt0000035,1,L'arroseur,FR,\N,\N,\N,0
tt0000035,3,The Sprinkler Sprinkled,XWW,en,alternative,\N,0
tt0000036,1,Awakening of Rip,US,\N,\N,\N,0
tt0000037,4,Baignade en mer,FR,\N,\N,\N,0
tt0000039,1,Barnet Horse Fair,GB,\N,\N,\N,0
tt0000040,2,Barque sortant du port de Trouville,FR,\N,\N,\N,0
tt0000041,10,Snowball Fight,GB,\N,imdbDisplay,\N,0
tt0000041,2,Bataille de neige,\N,\N,original,\N,1
tt0000041,6,Bataille de boules de neige,FR,\N,\N,bowdlerized title,0
tt0000041,8,Die Schneeballschlacht,DE,\N,imdbDisplay,\N,0
tt0000042,1,Seine nehrindeki gemiler,TR,tr,\N,\N,0
tt0000042,3,Bateau-mouche sur la Seine,FR,\N,\N,\N,0
tt0000044,1,Le bivouac,FR,\N,\N,\N,0
tt0000045,2,Les blanchisseuses,FR,\N,\N,\N,0
tt0000045,4,Mosónök,HU,\N,imdbDisplay,\N,0
tt0000046,2,Bois de Boulogne,\N,\N,original,\N,1
tt0000047,1,Boulevard des Italiens,FR,\N,\N,\N,0
tt0000049,1,"Boxing Match; or, Glove Contest",GB,\N,\N,\N,0
tt0000050,2,Baby and Young Girls,US,\N,\N,literal English title,0
tt0000051,1,The Bohemian Encampment,US,\N,\N,\N,0
tt0000051,3,El campamento bohemio,XWW,es,\N,\N,0
tt0000051,5,Campement de bohémiens,\N,\N,original,\N,1
tt0000052,2,Carga de rurales,\N,\N,original,\N,1
tt0000052,4,Verpflichtung der Landpolizei,DE,\N,\N,\N,0
tt0000053,1,A Chegada do Comboio Inaugural à Estação Central do Porto,PT,\N,\N,\N,0
tt0000054,2,Les chevaux de bois,\N,\N,original,\N,1
tt0000055,1,Le chiffonnier,FR,\N,\N,\N,0
tt0000057,1,Cortège de tzar allant à Versailles,\N,\N,original,\N,1
tt0000057,3,The Czar and His Cortege Going to Versailles,GB,\N,imdbDisplay,\N,0
tt0000058,2,Cortège de tzar au Bois de Boulogne,\N,\N,original,\N,1
tt0000059,1,Coronation of a Village Maiden,US,\N,\N,\N,0
tt0000059,3,Couronnement de la rosière,FR,\N,\N,\N,0
tt0000061,1,Dancing Girls,GB,\N,\N,\N,0
tt0000063,1,Dessinateur express,\N,\N,original,\N,1
tt0000063,3,Dessinateur express,FR,\N,\N,\N,0
tt0000065,1,Dessinateur: Reine Victoria,FR,\N,\N,\N,0
tt0000067,1,Dix chapeaux en 60 secondes,\N,\N,original,\N,1
tt0000067,3,Dix chapeaux en 60 secondes,FR,\N,\N,\N,0
tt0000068,2,Déchargement de bateaux au Havre,FR,\N,alternative,\N,0
tt0000068,4,Déchargement de bateaux,\N,\N,original,\N,1
tt0000069,6,Défense d'afficher,FR,\N,\N,\N,0
tt0000070,11,Seinän kaataminen,FI,\N,\N,informal title,0
tt0000070,1,Demolição de um Muro,BR,\N,imdbDisplay,\N,0
tt0000070,5,Zburzenie muru,PL,\N,imdbDisplay,\N,0
tt0000070,7,Démolition d'un mur,\N,\N,original,\N,1
tt0000070,9,Démolition d'un mur,FR,\N,\N,\N,0
tt0000071,2,Départ des automobiles,FR,\N,\N,\N,0
tt0000072,1,Officers of French Army Leaving Service,US,\N,imdbDisplay,\N,0
tt0000072,3,Départ des officiers,FR,\N,\N,\N,0
tt0000073,2,Effets de mer sur les rochers,FR,\N,\N,\N,0
tt0000074,1,Children Playing on the Beach,GB,\N,imdbDisplay,\N,0
tt0000074,3,Enfants jouant sur la plage,FR,\N,\N,\N,0
tt0000075,4,The Conjuring of a Woman at the House of Robert Houdin,US,\N,\N,\N,0
tt0000075,6,O Desaparecimento de uma Dama no Teatro Robert Houdin,BR,\N,imdbDisplay,\N,0
tt0000075,8,Znikajaca kobieta,PL,\N,imdbDisplay,\N,0
tt0000076,2,Rip and the Dwarf,US,\N,\N,copyright title,0
tt0000076,4,Exit of Rip and the Dwarf,\N,\N,original,\N,1
tt0000078,1,Feira de Gado na Corujeira,PT,\N,\N,\N,0
tt0000078,3,A Feira da Corujeira,PT,\N,\N,short title,0
tt0000079,1,La gare Saint-Lazare,FR,\N,\N,\N,0
tt0000080,2,Grandes manoeuvres,FR,\N,\N,\N,0
tt0000081,1,Les haleurs de bateaux,FR,\N,\N,\N,0
tt0000081,3,Towing a Boat on the River,US,\N,imdbDisplay,\N,0
tt0000082,2,A Hard Wash,\N,\N,original,\N,1
tt0000083,1,Die Indiskreten,DE,\N,\N,\N,0
tt0000083,3,The Peeping Toms,GB,\N,imdbDisplay,\N,0
tt0000084,1,The Drunkards,GB,\N,imdbDisplay,\N,0
tt0000084,3,Les ivrognes,FR,\N,\N,\N,0
tt0000085,2,Jardinier brûlant des herbes,FR,\N,\N,\N,0
tt0000086,1,"Beach and Pier at Trouville, 1st part",US,\N,\N,\N,0
tt0000086,3,Jetée et plage de Trouville (1er partie),\N,\N,original,\N,1
tt0000087,2,Jetée et plage de Trouville (2e partie),\N,\N,original,\N,1
tt0000088,1,Jour de marché à Trouville,\N,\N,original,\N,1
tt0000088,3,Market Day,US,\N,\N,\N,0
tt0000089,2,Départ de Jérusalem en chemin de fer,\N,\N,original,\N,1
tt0000089,6,Tåget avgår från Jerusalem,FI,sv,\N,informal title,0
tt0000089,8,Wyjezdzajac z Jerozolimy koleja zelazna,PL,\N,imdbDisplay,\N,0
tt0000090,2,Libération des territoriaux,\N,\N,original,\N,1
tt0000091,10,Ukleti zamak,RS,\N,imdbDisplay,\N,0
tt0000091,12,The House of the Devil,US,\N,\N,\N,0
tt0000091,1,Manor of the Devil,\N,\N,\N,\N,0
tt0000091,3,The Devil's Manor,\N,\N,\N,\N,0
tt0000091,5,Le manoir du diable,\N,\N,original,\N,1
tt0000091,7,Le manoir du diable,FR,\N,\N,\N,0
tt0000091,9,The Devil's Castle,XEU,en,\N,\N,0
tt0000092,2,Tide Rising Over the Breakwater,GB,\N,imdbDisplay,\N,0
tt0000093,1,Melbourne,FR,\N,\N,\N,0
tt0000094,2,Miss de Vere,\N,\N,original,\N,1
tt0000095,1,Le papier protée,FR,\N,\N,\N,0
tt0000095,3,Le papier protée,\N,\N,original,\N,1
tt0000097,1,"Place de l'Opéra, First View",US,\N,\N,\N,0
tt0000097,3,"Place de l'Opéra, 1er aspect",FR,\N,\N,\N,0
tt0000098,2,"Place de l'Opéra, 2e aspect",FR,\N,\N,\N,0
tt0000099,1,Place de la Bastille,FR,\N,\N,\N,0
tt0000100,2,Place de la Concorde,FR,\N,\N,\N,0
tt0000101,1,Place du théâtre français,FR,\N,\N,\N,0
tt0000102,2,Plage de Villiers par gros temps,FR,\N,\N,\N,0
tt0000103,1,Plus fort que le maître,\N,\N,original,\N,1
tt0000103,3,Plus fort que le maître,FR,\N,\N,\N,0
tt0000104,2,Passage des pompes,FR,\N,alternative,\N,0
tt0000104,4,Pompiers à Lyon,\N,\N,original,\N,1
tt0000105,2,Les quais à Marseille,FR,\N,\N,\N,0
tt0000106,1,Retour au cantonnement,FR,\N,\N,\N,0
tt0000107,2,Revue navale à Cherbourg,\N,\N,original,\N,1
tt0000108,1,Rip Leaving Sleepy Hollow,US,\N,\N,\N,0
tt0000108,3,Rip Leaving Sleepy Hollow,\N,\N,original,\N,1
tt0000109,2,Rip Meeting the Dwarf,US,\N,\N,\N,0
tt0000110,1,Rip Passing Over the Mountain,\N,\N,original,\N,1
tt0000110,3,Rip Passing Over the Mountain,US,\N,\N,\N,0
tt0000111,1,Rip's Toast,\N,\N,original,\N,1
tt0000112,2,Rip's Toast to Hudson,\N,\N,original,\N,1
tt0000112,4,Rip's Toast to Hudson,US,\N,\N,\N,0
tt0000113,2,Rip's Twenty Years' Sleep,\N,\N,original,\N,1
tt0000114,1,Le régiment,\N,\N,original,\N,1
tt0000114,3,French Regiment Going to the Parade,US,\N,\N,\N,0
tt0000115,2,Réunion d'officiers,FR,\N,\N,\N,0
tt0000116,1,Sac au dos,FR,\N,\N,\N,0
tt0000117,2,Workers Exit from the Confianca Shirt Factory,XWW,en,\N,literal English title,0
tt0000117,4,Saída do Pessoal Operário da Camisaria Confiança,\N,\N,\N,\N,0
tt0000119,1,"Sauvetage en rivière, 1er",FR,\N,\N,\N,0
tt0000119,3,"Sauvetage en rivière, 1er",\N,\N,original,\N,1
tt0000120,2,"Sauvetage en rivière, 2e",FR,\N,\N,\N,0
tt0000121,1,Le piou-piou galant,FR,\N,imdbDisplay,\N,0
tt0000121,3,Vojnikovo udvaranje,XYU,sr,\N,literal title,0
tt0000122,1,Closing Hours at Vibert's Perfume Factory,US,\N,imdbDisplay,\N,0
tt0000122,3,Sortie des ateliers Vibert,\N,\N,original,\N,1
tt0000123,2,Conjuring,US,\N,\N,\N,0
tt0000124,1,Tempête sur la jetée du treport,\N,\N,original,\N,1
tt0000124,3,Tempête sur la jetée du treport,FR,\N,\N,\N,0
tt0000126,1,Tom Old Boot,\N,\N,original,\N,1
tt0000126,3,Nain grotesque,FR,\N,\N,\N,0
tt0000128,1,Academy for Young Ladies,US,\N,\N,\N,0
tt0000128,3,Un lycée de jeunes filles,\N,\N,original,\N,1
tt0000129,2,Un petit diable,FR,\N,\N,\N,0
tt0000129,4,A Little Devil,US,\N,\N,informal English title,0
tt0000131,1,Une nuit terrible,\N,\N,original,\N,1
tt0000131,5,Une nuit terrible,FR,\N,\N,\N,0
tt0000131,7,Mia Tromeri Nichta,GR,\N,\N,transliterated ISO-LATIN-1 title,0
tt0000131,9,A Terrible Night,XWW,en,\N,\N,0
tt0000132,2,Une partie de cartes,\N,\N,original,\N,1
tt0000132,4,Card Party,XWW,en,imdbDisplay,\N,0
tt0000133,1,La voiture du potier,FR,\N,\N,\N,0
tt0000135,1,"Oh, That Watermelon!",US,\N,alternative,\N,0
tt0000135,3,A Watermelon Feast,US,\N,\N,\N,0
tt0000137,1,Au réfectoire,FR,\N,\N,\N,0
tt0000138,4,To Magemeno Pandochio,GR,\N,\N,transliterated ISO-LATIN-1 title,0
tt0000138,6,L'auberge ensorcelée,FR,\N,\N,\N,0
tt0000139,1,L'aveugle,FR,\N,\N,\N,0
tt0000140,2,Baignade dans le torrent,\N,\N,original,\N,1
tt0000141,1,Ballet libella,FR,\N,\N,\N,0
tt0000143,1,The Burglars,XWW,en,dvd,\N,0
tt0000143,3,Les cambrioleurs,\N,\N,original,\N,1
tt0000144,2,Chez le magnétiseur,\N,\N,original,\N,1
tt0000144,4,Chez le magnétiseur,FR,\N,\N,\N,0
tt0000146,1,Le cocher de fiacre endormi,FR,\N,\N,\N,0
tt0000146,3,Le cocher de fiacre endormi,\N,\N,original,\N,1
tt0000148,1,Coucher d'Yvette et Pierreuse,FR,\N,\N,long title,0
tt0000148,3,Le Coucher d'Yvette,FR,\N,\N,\N,0
tt0000149,2,Dans les coulisses,\N,\N,original,\N,1
tt0000150,1,Danse fleur de lotus,FR,\N,\N,\N,0
tt0000151,2,Faust and Marguerite,\N,\N,\N,\N,0
tt0000151,4,Faust et Marguerite,\N,\N,original,\N,1
tt0000152,2,L'hallucination de l'alchimiste,\N,\N,original,\N,1
tt0000153,3,Az elvarázsolt kastély,HU,\N,imdbDisplay,\N,0
tt0000154,1,Henley Regatta,GB,\N,\N,\N,0
tt0000155,2,Le magnétiseur,FR,\N,\N,\N,0
tt0000155,4,The Hypnotist at Work,US,\N,\N,\N,0
tt0000156,2,L'hôtel empoisonné,FR,\N,\N,\N,0
tt0000157,1,Idylle,FR,\N,\N,\N,0
tt0000159,1,Le cabinet de Méphistophélès,\N,\N,original,\N,1
tt0000159,3,The Devil's Laboratory,US,\N,\N,\N,0
tt0000159,5,The Laboratory of Mephistopheles,US,\N,\N,\N,0
tt0000161,1,Leçon de danse,FR,\N,\N,\N,0
tt0000162,2,Les chutes,FR,\N,\N,\N,0
tt0000162,4,Les chutes,\N,\N,original,\N,1
tt0000162,6,The Niagara Waterfall,XWW,en,\N,\N,0
tt0000162,8,Niagaran putoukset,FI,\N,\N,informal title,0
tt0000164,1,The Fisherman at the Stream,XWW,en,dvd,\N,0
tt0000164,3,Le pêcheur dans le torrent,FR,\N,\N,\N,0
tt0000166,1,Salida de los trabajadores de la fábrica España Industrial,ES,\N,\N,\N,0
tt0000168,1,Salida del público de la iglesia parroquial de Santa María de Sans,ES,\N,\N,\N,0
tt0000169,2,Une bataille dans le vieux Stockholm,FR,\N,\N,\N,0
tt0000170,1,The Twins' Tea Party,GB,\N,\N,\N,0
tt0000172,1,The X-Ray Fiend,GB,\N,\N,\N,0
tt0000173,1,Battle of Santiago Bay,US,\N,\N,\N,0
tt0000174,2,The Exhibition Sausage Seller and the Billposter,XWW,en,\N,literal English title,0
tt0000174,4,The Bill Sticker and the Sausage Vendor,\N,\N,\N,\N,0
tt0000175,2,A Sea Cave Near Lisbon,GB,\N,\N,\N,0
tt0000175,4,A Boca do Inferno em Cascais,PT,\N,\N,\N,0
tt0000177,1,The Burglar on the Roof,US,\N,\N,\N,0
tt0000179,1,The Cave of the Demons,US,\N,\N,\N,0
tt0000179,3,La caverne maudite,\N,\N,original,\N,1
tt0000181,1,Cenicienta,VE,\N,\N,\N,0
tt0000181,3,Cinderella and the Fairy Godmother,\N,\N,\N,\N,0
tt0000182,3,"Come Along, Do!",GB,\N,\N,\N,0
tt0000182,5,Exhibition,GB,\N,alternative,\N,0
tt0000183,1,The Corsican Brothers,GB,\N,\N,\N,0
tt0000185,1,La crèche à Bethléem,FR,\N,\N,\N,0
tt0000187,1,La cène,FR,\N,\N,\N,0
tt0000189,1,Dorotea,ES,\N,\N,\N,0
tt0000190,2,Dostavenícko ve mlýnici,\N,\N,original,\N,1
tt0000191,1,Déménagement à la cloche de bois,FR,\N,\N,\N,0
tt0000193,1,L'entrée à Jérusalem,FR,\N,\N,\N,0
tt0000195,1,Les farces de Jocko,FR,\N,\N,\N,0
tt0000197,1,La flagellation,FR,\N,\N,\N,0
tt0000199,1,Glasgow Fire Engine,GB,\N,\N,\N,0
tt0000201,1,Indian War Council,US,\N,\N,\N,0
tt0000203,1,Je vous y prrrrends!,\N,\N,original,\N,1
tt0000203,3,Je vous y prends...,\N,\N,alternative,\N,0
tt0000205,1,Leçons de boxe,FR,\N,\N,\N,0
tt0000207,1,London Express,GB,\N,\N,\N,0
tt0000208,2,The Miller and the Sweep,\N,\N,original,\N,1
tt0000208,4,The Miller and Sweep,GB,\N,\N,informal short title,0
tt0000208,6,The Miller and Chimney Sweep,US,\N,\N,\N,0
tt0000210,1,A Novice at X-rays,US,\N,\N,\N,0
tt0000210,3,Les rayons Röntgen,\N,\N,original,\N,1
tt0000211,11,O Sonho do Astrônomo,BR,\N,imdbDisplay,\N,0
tt0000211,13,A Trip to the Moon,US,en,\N,\N,0
tt0000211,15,To Oniro tou Astronomou,GR,\N,\N,transliterated ISO-LATIN-1 title,0
tt0000211,2,Sueños de un astrónomo,ES,\N,\N,\N,0
tt0000211,4,La lune à un mètre,\N,\N,original,\N,1
tt0000211,6,La lune à un mètre,FR,\N,imdbDisplay,\N,0
tt0000211,8,La luna a un metro,ES,\N,\N,\N,0
tt0000212,1,Saida do Paquete Duque de Braganca,GB,\N,\N,\N,0
tt0000213,2,Scène d'escamotage,FR,\N,\N,\N,0
tt0000214,1,Tearing Down the Spanish Flag,US,\N,\N,\N,0
tt0000215,2,Smích a plác,CSHH,\N,\N,\N,0
tt0000216,1,Visita de Doña María Cristina y Alfonso XIII a Barcelona,ES,\N,\N,\N,0
tt0000218,1,Die Affäre Dreyfus,DE,\N,\N,\N,0
tt0000218,3,Sprawa Dreyfusa,PL,\N,\N,\N,0
tt0000218,5,The Dreyfus Affair,\N,\N,\N,\N,0
tt0000218,7,L'affaire Dreyfus,FR,\N,\N,\N,0
tt0000218,9,L'affaire Dreyfus,\N,\N,original,\N,1
tt0000220,1,The Artist and the Flower Girl,GB,\N,\N,\N,0
tt0000222,1,At the Club,XWW,en,alternative,\N,0
tt0000222,3,Au cabaret,FR,\N,\N,\N,0
tt0000224,1,Battlefield,GB,\N,\N,\N,0
tt0000225,2,La belle et la bête,FR,\N,\N,\N,0
tt0000226,1,Boat Race,GB,\N,\N,\N,0
tt0000228,1,O Bom Absinto,BR,\N,imdbDisplay,\N,0
tt0000228,3,Wonderful Absinthe,US,\N,dvd,\N,0
tt0000229,1,"Casey at the Bat, or, The Fate of a Rotten Umpire",US,\N,dvd,\N,0
tt0000229,3,Casey at the Bat,\N,\N,original,\N,1
tt0000230,11,Cinderella,\N,\N,\N,\N,0
tt0000230,1,Cendrillon,\N,\N,original,\N,1
tt0000230,5,Baile Até à Meia-Noite,PT,\N,\N,\N,0
tt0000230,7,Stachtopouta,GR,\N,\N,transliterated ISO-LATIN-1 title,0
tt0000231,2,Chegada de Um Comboio a Cascais,PT,\N,imdbDisplay,\N,0
tt0000231,4,Portuguese Railway Train,\N,\N,original,\N,1
tt0000231,6,Portuguese Railway Train,GB,\N,\N,\N,0
tt0000233,1,Choque de dos transatlánticos,ES,\N,\N,\N,0
tt0000234,2,Cléopâtre,FR,\N,\N,\N,0
tt0000234,4,Robbing Cleopatra's Tomb,US,\N,\N,\N,0
tt0000235,2,Haggard's She: The Pillar of Fire,US,\N,\N,\N,0
tt0000235,4,La danse du feu,FR,\N,\N,\N,0
tt0000237,1,Le crucifiement,FR,\N,\N,\N,0
tt0000239,1,Danse serpentine par Mme. Bob Walter,FR,\N,\N,\N,0
tt0000240,2,Distributing a War Extra on Union Square,US,\N,alternative,\N,0
tt0000240,4,Distributing a War Extra,\N,\N,original,\N,1
tt0000241,1,La descente de croix,FR,\N,\N,\N,0
tt0000242,2,The Devil in a Convent,US,\N,\N,literal English title,0
tt0000242,4,Le diable au couvent,FR,\N,\N,\N,0
tt0000243,1,Le déjeuner des enfants,FR,\N,\N,\N,0
tt0000245,1,The Haunted House,US,\N,\N,\N,0
tt0000246,1,L'Illusionniste fin de siècle,US,\N,dvd,\N,0
tt0000246,3,A századforduló b?vésze,HU,\N,\N,\N,0
tt0000246,5,L'Impressionniste fin de siècle,FR,\N,alternative,\N,0
tt0000246,7,An Up-to-Date Conjuror,US,\N,\N,\N,0
tt0000246,9,L'impressionniste fin de siècle,FR,\N,\N,\N,0
tt0000247,4,King John,GB,\N,\N,\N,0
tt0000247,6,King John,\N,\N,original,\N,1
tt0000248,2,The Kiss in the Tunnel,GB,\N,\N,\N,0
tt0000248,4,Tunnel Kiss,GB,\N,alternative,\N,0
tt0000248,6,Csók az alagútban,HU,\N,imdbDisplay,\N,0
tt0000248,8,A Kiss in the Tunnel,US,\N,\N,\N,0
tt0000249,1,The Legacy,GB,\N,\N,\N,0
tt0000251,1,Matches: An Appeal,GB,\N,\N,\N,0
tt0000253,1,The Miser's Doom,GB,\N,\N,\N,0
tt0000255,1,Mésaventure d'un charbonnier,FR,\N,\N,\N,0
tt0000257,1,La résurrection,FR,\N,\N,\N,0
tt0000259,1,Le tonnelier,FR,\N,\N,\N,0
tt0000261,1,Un bon lit,FR,\N,\N,\N,0
tt0000261,3,Avventura a mezzanotte,IT,\N,\N,\N,0
tt0000262,1,Un lunch,FR,\N,\N,\N,0
tt0000264,1,Évocation spirite,FR,\N,\N,\N,0
tt0000264,3,Évocation spirite,\N,\N,original,\N,1
tt0000265,2,Above the Limit,US,\N,\N,\N,0
tt0000265,4,Automobile and Jimmy Hicks,\N,\N,\N,\N,0
tt0000266,1,Above the Speedway,US,\N,\N,\N,0
tt0000268,1,L'arléquine,FR,\N,\N,\N,0
tt0000269,2,"Army Life, or How Soldiers Are Made",GB,\N,alternative,\N,0
tt0000270,1,Arrivée d'Arléquin,FR,\N,\N,\N,0
tt0000272,1,As Seen Through a Telescope,\N,\N,original,\N,1
tt0000272,3,L'astronome indiscret,FR,\N,\N,new title,0
tt0000272,7,As Seen Through the Telescope,GB,\N,imdbDisplay,\N,0
tt0000273,2,Attack on a China Mission,\N,\N,original,\N,1
tt0000273,4,Blue Jackets to the Rescue,GB,\N,\N,subtitle,0
